Sector,Subsector,Gas,Year,Source,Value
AFOLU,AG - Crops,CO2,1999,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2000,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2001,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2002,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2003,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2004,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2005,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2006,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2007,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2008,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2009,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2010,National Communication -- Mapped to WB CSC Categories,0.0
AFOLU,AG - Crops,CO2,2011,National Communication -- Mapped to WB CSC Categories,0.001012
AFOLU,AG - Crops,CO2,2012,National Communication -- Mapped to WB CSC Categories,0.002024
AFOLU,AG - Crops,CO2,2013,National Communication -- Mapped to WB CSC Categories,0.003036
AFOLU,AG - Crops,CO2,2014,National Communication -- Mapped to WB CSC Categories,0.004048
AFOLU,AG - Crops,CO2,2015,National Communication -- Mapped to WB CSC Categories,0.00506
AFOLU,AG - Crops,CO2,2016,National Communication -- Mapped to WB CSC Categories,0.00506
AFOLU,AG - Crops,CO2,2017,National Communication -- Mapped to WB CSC Categories,0.00506
AFOLU,AG - Crops,N2O,1995,National Communication -- Mapped to WB CSC Categories,3.9585
AFOLU,AG - Crops,N2O,1996,National Communication -- Mapped to WB CSC Categories,3.99672
AFOLU,AG - Crops,N2O,1997,National Communication -- Mapped to WB CSC Categories,4.03494
AFOLU,AG - Crops,N2O,1998,National Communication -- Mapped to WB CSC Categories,4.07316
AFOLU,AG - Crops,N2O,1999,National Communication -- Mapped to WB CSC Categories,4.1113800000000005
AFOLU,AG - Crops,N2O,2000,National Communication -- Mapped to WB CSC Categories,4.1495999999999995
AFOLU,AG - Crops,N2O,2001,National Communication -- Mapped to WB CSC Categories,4.24242
AFOLU,AG - Crops,N2O,2002,National Communication -- Mapped to WB CSC Categories,4.33524
AFOLU,AG - Crops,N2O,2003,National Communication -- Mapped to WB CSC Categories,4.42806
AFOLU,AG - Crops,N2O,2004,National Communication -- Mapped to WB CSC Categories,4.52088
AFOLU,AG - Crops,N2O,2005,National Communication -- Mapped to WB CSC Categories,4.6137
AFOLU,AG - Crops,N2O,2006,National Communication -- Mapped to WB CSC Categories,4.78842
AFOLU,AG - Crops,N2O,2007,National Communication -- Mapped to WB CSC Categories,4.963139999999999
AFOLU,AG - Crops,N2O,2008,National Communication -- Mapped to WB CSC Categories,5.13786
AFOLU,AG - Crops,N2O,2009,National Communication -- Mapped to WB CSC Categories,5.31258
AFOLU,AG - Crops,N2O,2010,National Communication -- Mapped to WB CSC Categories,5.4873
AFOLU,AG - Crops,N2O,2011,National Communication -- Mapped to WB CSC Categories,5.547359999999999
AFOLU,AG - Crops,N2O,2012,National Communication -- Mapped to WB CSC Categories,5.60742
AFOLU,AG - Crops,N2O,2013,National Communication -- Mapped to WB CSC Categories,5.66748
AFOLU,AG - Crops,N2O,2014,National Communication -- Mapped to WB CSC Categories,5.72754
AFOLU,AG - Crops,N2O,2015,National Communication -- Mapped to WB CSC Categories,5.787599999999999
AFOLU,AG - Crops,N2O,2016,National Communication -- Mapped to WB CSC Categories,5.8694999999999995
AFOLU,AG - Crops,N2O,2017,National Communication -- Mapped to WB CSC Categories,5.9514
AFOLU,AG - Livestock,CH4,1995,National Communication -- Mapped to WB CSC Categories,7.8668
AFOLU,AG - Livestock,CH4,1996,National Communication -- Mapped to WB CSC Categories,8.032446
AFOLU,AG - Livestock,CH4,1997,National Communication -- Mapped to WB CSC Categories,8.198091999999999
AFOLU,AG - Livestock,CH4,1998,National Communication -- Mapped to WB CSC Categories,8.363738
AFOLU,AG - Livestock,CH4,1999,National Communication -- Mapped to WB CSC Categories,8.529384
AFOLU,AG - Livestock,CH4,2000,National Communication -- Mapped to WB CSC Categories,8.695030000000001
AFOLU,AG - Livestock,CH4,2001,National Communication -- Mapped to WB CSC Categories,9.073966
AFOLU,AG - Livestock,CH4,2002,National Communication -- Mapped to WB CSC Categories,9.452902000000002
AFOLU,AG - Livestock,CH4,2003,National Communication -- Mapped to WB CSC Categories,9.831838
AFOLU,AG - Livestock,CH4,2004,National Communication -- Mapped to WB CSC Categories,10.210773999999999
AFOLU,AG - Livestock,CH4,2005,National Communication -- Mapped to WB CSC Categories,10.58971
AFOLU,AG - Livestock,CH4,2006,National Communication -- Mapped to WB CSC Categories,11.298829999999999
AFOLU,AG - Livestock,CH4,2007,National Communication -- Mapped to WB CSC Categories,12.007950000000001
AFOLU,AG - Livestock,CH4,2008,National Communication -- Mapped to WB CSC Categories,12.71707
AFOLU,AG - Livestock,CH4,2009,National Communication -- Mapped to WB CSC Categories,13.42619
AFOLU,AG - Livestock,CH4,2010,National Communication -- Mapped to WB CSC Categories,14.13531
AFOLU,AG - Livestock,CH4,2011,National Communication -- Mapped to WB CSC Categories,14.48987
AFOLU,AG - Livestock,CH4,2012,National Communication -- Mapped to WB CSC Categories,14.84443
AFOLU,AG - Livestock,CH4,2013,National Communication -- Mapped to WB CSC Categories,15.19899
AFOLU,AG - Livestock,CH4,2014,National Communication -- Mapped to WB CSC Categories,15.553550000000001
AFOLU,AG - Livestock,CH4,2015,National Communication -- Mapped to WB CSC Categories,15.90811
AFOLU,AG - Livestock,CH4,2016,National Communication -- Mapped to WB CSC Categories,16.272365
AFOLU,AG - Livestock,CH4,2017,National Communication -- Mapped to WB CSC Categories,16.63662
AFOLU,AG - Livestock,N2O,1995,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,1996,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,1997,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,1998,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,1999,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,2000,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,2001,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,2002,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,2003,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,2004,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,2005,National Communication -- Mapped to WB CSC Categories,1.4086800000000002
AFOLU,AG - Livestock,N2O,2006,National Communication -- Mapped to WB CSC Categories,1.491126
AFOLU,AG - Livestock,N2O,2007,National Communication -- Mapped to WB CSC Categories,1.573572
AFOLU,AG - Livestock,N2O,2008,National Communication -- Mapped to WB CSC Categories,1.656018
AFOLU,AG - Livestock,N2O,2009,National Communication -- Mapped to WB CSC Categories,1.738464
AFOLU,AG - Livestock,N2O,2010,National Communication -- Mapped to WB CSC Categories,1.82091
AFOLU,AG - Livestock,N2O,2011,National Communication -- Mapped to WB CSC Categories,1.8760560000000002
AFOLU,AG - Livestock,N2O,2012,National Communication -- Mapped to WB CSC Categories,1.931202
AFOLU,AG - Livestock,N2O,2013,National Communication -- Mapped to WB CSC Categories,1.986348
AFOLU,AG - Livestock,N2O,2014,National Communication -- Mapped to WB CSC Categories,2.041494
AFOLU,AG - Livestock,N2O,2015,National Communication -- Mapped to WB CSC Categories,2.09664
AFOLU,AG - Livestock,N2O,2016,National Communication -- Mapped to WB CSC Categories,2.100735
AFOLU,AG - Livestock,N2O,2017,National Communication -- Mapped to WB CSC Categories,2.1048299999999998
AFOLU,LULUCF - Deforestation,CO2,1995,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,1996,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,1997,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,1998,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,1999,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2000,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2001,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2002,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2003,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2004,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2005,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2006,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2007,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2008,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2009,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2010,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2011,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2012,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2013,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2014,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2015,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2016,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Deforestation,CO2,2017,National Communication -- Mapped to WB CSC Categories,10.611
AFOLU,LULUCF - Forest Land,CO2,1995,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,1996,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,1997,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,1998,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,1999,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2000,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2001,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2002,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2003,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2004,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2005,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2006,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2007,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2008,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2009,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2010,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2011,National Communication -- Mapped to WB CSC Categories,-11.126566
AFOLU,LULUCF - Forest Land,CO2,2012,National Communication -- Mapped to WB CSC Categories,-11.100729
AFOLU,LULUCF - Forest Land,CO2,2013,National Communication -- Mapped to WB CSC Categories,-11.074892
AFOLU,LULUCF - Forest Land,CO2,2014,National Communication -- Mapped to WB CSC Categories,-11.049055
AFOLU,LULUCF - Forest Land,CO2,2015,National Communication -- Mapped to WB CSC Categories,-11.023218
AFOLU,LULUCF - Forest Land,CO2,2016,National Communication -- Mapped to WB CSC Categories,-11.152403
AFOLU,LULUCF - Forest Land,CO2,2017,National Communication -- Mapped to WB CSC Categories,-11.281588
AFOLU,LULUCF - Other Land,CO2,1995,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,1996,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,1997,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,1998,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,1999,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2000,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2001,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2002,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2003,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2004,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2005,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2006,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2007,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2008,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2009,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2010,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2011,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2012,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2013,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2014,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2015,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2016,National Communication -- Mapped to WB CSC Categories,2.793
AFOLU,LULUCF - Other Land,CO2,2017,National Communication -- Mapped to WB CSC Categories,2.793
Energy,EN - Building,CH4,1995,National Communication -- Mapped to WB CSC Categories,0.05828006313619769
Energy,EN - Building,CH4,1996,National Communication -- Mapped to WB CSC Categories,0.06230271085281545
Energy,EN - Building,CH4,1997,National Communication -- Mapped to WB CSC Categories,0.0663253585694332
Energy,EN - Building,CH4,1998,National Communication -- Mapped to WB CSC Categories,0.07034800628605095
Energy,EN - Building,CH4,1999,National Communication -- Mapped to WB CSC Categories,0.07437065400266872
Energy,EN - Building,CH4,2000,National Communication -- Mapped to WB CSC Categories,0.07839330171928648
Energy,EN - Building,CH4,2001,National Communication -- Mapped to WB CSC Categories,0.08579610680282788
Energy,EN - Building,CH4,2002,National Communication -- Mapped to WB CSC Categories,0.09319891188636929
Energy,EN - Building,CH4,2003,National Communication -- Mapped to WB CSC Categories,0.1006017169699107
Energy,EN - Building,CH4,2004,National Communication -- Mapped to WB CSC Categories,0.10800452205345211
Energy,EN - Building,CH4,2005,National Communication -- Mapped to WB CSC Categories,0.11540732713699352
Energy,EN - Building,CH4,2006,National Communication -- Mapped to WB CSC Categories,0.1257382639215208
Energy,EN - Building,CH4,2007,National Communication -- Mapped to WB CSC Categories,0.13606920070604805
Energy,EN - Building,CH4,2008,National Communication -- Mapped to WB CSC Categories,0.14640013749057534
Energy,EN - Building,CH4,2009,National Communication -- Mapped to WB CSC Categories,0.15673107427510258
Energy,EN - Building,CH4,2010,National Communication -- Mapped to WB CSC Categories,0.16706201105962987
Energy,EN - Building,CH4,2011,National Communication -- Mapped to WB CSC Categories,0.17113647433737558
Energy,EN - Building,CH4,2012,National Communication -- Mapped to WB CSC Categories,0.1752109376151213
Energy,EN - Building,CH4,2013,National Communication -- Mapped to WB CSC Categories,0.17928540089286704
Energy,EN - Building,CH4,2014,National Communication -- Mapped to WB CSC Categories,0.18335986417061273
Energy,EN - Building,CH4,2015,National Communication -- Mapped to WB CSC Categories,0.18743432744835845
Energy,EN - Building,CH4,2016,National Communication -- Mapped to WB CSC Categories,0.19836074831019845
Energy,EN - Building,CH4,2017,National Communication -- Mapped to WB CSC Categories,0.20928716917203846
Energy,EN - Building,CO2,1995,National Communication -- Mapped to WB CSC Categories,13.489667391459738
Energy,EN - Building,CO2,1996,National Communication -- Mapped to WB CSC Categories,14.420760750150441
Energy,EN - Building,CO2,1997,National Communication -- Mapped to WB CSC Categories,15.351854108841144
Energy,EN - Building,CO2,1998,National Communication -- Mapped to WB CSC Categories,16.282947467531848
Energy,EN - Building,CO2,1999,National Communication -- Mapped to WB CSC Categories,17.21404082622255
Energy,EN - Building,CO2,2000,National Communication -- Mapped to WB CSC Categories,18.145134184913253
Energy,EN - Building,CO2,2001,National Communication -- Mapped to WB CSC Categories,19.85860827823072
Energy,EN - Building,CO2,2002,National Communication -- Mapped to WB CSC Categories,21.57208237154818
Energy,EN - Building,CO2,2003,National Communication -- Mapped to WB CSC Categories,23.285556464865646
Energy,EN - Building,CO2,2004,National Communication -- Mapped to WB CSC Categories,24.999030558183108
Energy,EN - Building,CO2,2005,National Communication -- Mapped to WB CSC Categories,26.712504651500574
Energy,EN - Building,CO2,2006,National Communication -- Mapped to WB CSC Categories,29.103732346978354
Energy,EN - Building,CO2,2007,National Communication -- Mapped to WB CSC Categories,31.49496004245613
Energy,EN - Building,CO2,2008,National Communication -- Mapped to WB CSC Categories,33.88618773793391
Energy,EN - Building,CO2,2009,National Communication -- Mapped to WB CSC Categories,36.27741543341169
Energy,EN - Building,CO2,2010,National Communication -- Mapped to WB CSC Categories,38.66864312888947
Energy,EN - Building,CO2,2011,National Communication -- Mapped to WB CSC Categories,39.61172986314815
Energy,EN - Building,CO2,2012,National Communication -- Mapped to WB CSC Categories,40.554816597406834
Energy,EN - Building,CO2,2013,National Communication -- Mapped to WB CSC Categories,41.49790333166552
Energy,EN - Building,CO2,2014,National Communication -- Mapped to WB CSC Categories,42.440990065924204
Energy,EN - Building,CO2,2015,National Communication -- Mapped to WB CSC Categories,43.38407680018288
Energy,EN - Building,CO2,2016,National Communication -- Mapped to WB CSC Categories,45.91313691566142
Energy,EN - Building,CO2,2017,National Communication -- Mapped to WB CSC Categories,48.442197031139955
Energy,EN - Building,N2O,1995,National Communication -- Mapped to WB CSC Categories,0.10246990267478306
Energy,EN - Building,N2O,1996,National Communication -- Mapped to WB CSC Categories,0.1095426527343269
Energy,EN - Building,N2O,1997,National Communication -- Mapped to WB CSC Categories,0.11661540279387071
Energy,EN - Building,N2O,1998,National Communication -- Mapped to WB CSC Categories,0.12368815285341454
Energy,EN - Building,N2O,1999,National Communication -- Mapped to WB CSC Categories,0.13076090291295836
Energy,EN - Building,N2O,2000,National Communication -- Mapped to WB CSC Categories,0.1378336529725022
Energy,EN - Building,N2O,2001,National Communication -- Mapped to WB CSC Categories,0.15084950566055005
Energy,EN - Building,N2O,2002,National Communication -- Mapped to WB CSC Categories,0.1638653583485979
Energy,EN - Building,N2O,2003,National Communication -- Mapped to WB CSC Categories,0.17688121103664575
Energy,EN - Building,N2O,2004,National Communication -- Mapped to WB CSC Categories,0.1898970637246936
Energy,EN - Building,N2O,2005,National Communication -- Mapped to WB CSC Categories,0.20291291641274145
Energy,EN - Building,N2O,2006,National Communication -- Mapped to WB CSC Categories,0.22107710550045614
Energy,EN - Building,N2O,2007,National Communication -- Mapped to WB CSC Categories,0.23924129458817084
Energy,EN - Building,N2O,2008,National Communication -- Mapped to WB CSC Categories,0.25740548367588556
Energy,EN - Building,N2O,2009,National Communication -- Mapped to WB CSC Categories,0.2755696727636002
Energy,EN - Building,N2O,2010,National Communication -- Mapped to WB CSC Categories,0.293733861851315
Energy,EN - Building,N2O,2011,National Communication -- Mapped to WB CSC Categories,0.30089771571583257
Energy,EN - Building,N2O,2012,National Communication -- Mapped to WB CSC Categories,0.3080615695803502
Energy,EN - Building,N2O,2013,National Communication -- Mapped to WB CSC Categories,0.3152254234448678
Energy,EN - Building,N2O,2014,National Communication -- Mapped to WB CSC Categories,0.3223892773093855
Energy,EN - Building,N2O,2015,National Communication -- Mapped to WB CSC Categories,0.32955313117390306
Energy,EN - Building,N2O,2016,National Communication -- Mapped to WB CSC Categories,0.3487643197355892
Energy,EN - Building,N2O,2017,National Communication -- Mapped to WB CSC Categories,0.36797550829727527
Energy,EN - Electricity/Heat,CH4,1995,National Communication -- Mapped to WB CSC Categories,0.0544305
Energy,EN - Electricity/Heat,CH4,1996,National Communication -- Mapped to WB CSC Categories,0.05690965
Energy,EN - Electricity/Heat,CH4,1997,National Communication -- Mapped to WB CSC Categories,0.0593888
Energy,EN - Electricity/Heat,CH4,1998,National Communication -- Mapped to WB CSC Categories,0.0682251
Energy,EN - Electricity/Heat,CH4,1999,National Communication -- Mapped to WB CSC Categories,0.0770614
Energy,EN - Electricity/Heat,CH4,2000,National Communication -- Mapped to WB CSC Categories,0.0829338
Energy,EN - Electricity/Heat,CH4,2001,National Communication -- Mapped to WB CSC Categories,0.0888062
Energy,EN - Electricity/Heat,CH4,2002,National Communication -- Mapped to WB CSC Categories,0.0888062
Energy,EN - Electricity/Heat,CH4,2003,National Communication -- Mapped to WB CSC Categories,0.0888062
Energy,EN - Electricity/Heat,CH4,2004,National Communication -- Mapped to WB CSC Categories,0.108307
Energy,EN - Electricity/Heat,CH4,2005,National Communication -- Mapped to WB CSC Categories,0.1278078
Energy,EN - Electricity/Heat,CH4,2006,National Communication -- Mapped to WB CSC Categories,0.1341234
Energy,EN - Electricity/Heat,CH4,2007,National Communication -- Mapped to WB CSC Categories,0.140439
Energy,EN - Electricity/Heat,CH4,2008,National Communication -- Mapped to WB CSC Categories,0.14693465
Energy,EN - Electricity/Heat,CH4,2009,National Communication -- Mapped to WB CSC Categories,0.1534303
Energy,EN - Electricity/Heat,CH4,2010,National Communication -- Mapped to WB CSC Categories,0.1566158
Energy,EN - Electricity/Heat,CH4,2011,National Communication -- Mapped to WB CSC Categories,0.1598013
Energy,EN - Electricity/Heat,CH4,2012,National Communication -- Mapped to WB CSC Categories,0.1791359
Energy,EN - Electricity/Heat,CH4,2013,National Communication -- Mapped to WB CSC Categories,0.1984705
Energy,EN - Electricity/Heat,CH4,2014,National Communication -- Mapped to WB CSC Categories,0.32845275
Energy,EN - Electricity/Heat,CH4,2015,National Communication -- Mapped to WB CSC Categories,0.458435
Energy,EN - Electricity/Heat,CH4,2016,National Communication -- Mapped to WB CSC Categories,0.382814
Energy,EN - Electricity/Heat,CH4,2017,National Communication -- Mapped to WB CSC Categories,0.307193
Energy,EN - Electricity/Heat,CO2,1995,National Communication -- Mapped to WB CSC Categories,0.000828
Energy,EN - Electricity/Heat,CO2,1996,National Communication -- Mapped to WB CSC Categories,0.0008655
Energy,EN - Electricity/Heat,CO2,1997,National Communication -- Mapped to WB CSC Categories,0.000903
Energy,EN - Electricity/Heat,CO2,1998,National Communication -- Mapped to WB CSC Categories,0.000941
Energy,EN - Electricity/Heat,CO2,1999,National Communication -- Mapped to WB CSC Categories,0.000979
Energy,EN - Electricity/Heat,CO2,2000,National Communication -- Mapped to WB CSC Categories,0.0010165
Energy,EN - Electricity/Heat,CO2,2001,National Communication -- Mapped to WB CSC Categories,0.001054
Energy,EN - Electricity/Heat,CO2,2002,National Communication -- Mapped to WB CSC Categories,0.001054
Energy,EN - Electricity/Heat,CO2,2003,National Communication -- Mapped to WB CSC Categories,0.001054
Energy,EN - Electricity/Heat,CO2,2004,National Communication -- Mapped to WB CSC Categories,0.0009785
Energy,EN - Electricity/Heat,CO2,2005,National Communication -- Mapped to WB CSC Categories,0.000903
Energy,EN - Electricity/Heat,CO2,2006,National Communication -- Mapped to WB CSC Categories,0.0860965
Energy,EN - Electricity/Heat,CO2,2007,National Communication -- Mapped to WB CSC Categories,0.17129
Energy,EN - Electricity/Heat,CO2,2008,National Communication -- Mapped to WB CSC Categories,0.20364
Energy,EN - Electricity/Heat,CO2,2009,National Communication -- Mapped to WB CSC Categories,0.23599
Energy,EN - Electricity/Heat,CO2,2010,National Communication -- Mapped to WB CSC Categories,0.256895
Energy,EN - Electricity/Heat,CO2,2011,National Communication -- Mapped to WB CSC Categories,0.2778
Energy,EN - Electricity/Heat,CO2,2012,National Communication -- Mapped to WB CSC Categories,0.1392485
Energy,EN - Electricity/Heat,CO2,2013,National Communication -- Mapped to WB CSC Categories,0.000697
Energy,EN - Electricity/Heat,CO2,2014,National Communication -- Mapped to WB CSC Categories,0.0218285
